航班日期,航班号,实际销售额（sale_volume）
2023-05-30,KN5737,110009.0
2023-05-30,KN5738,180088.0
2023-05-30,KN5955,204412.0
2023-05-30,KN5956,168321.0
2023-05-30,KN5977,91802.0
2023-05-30,KN5978,99772.6
2023-05-31,KN5737,62689.0
2023-05-31,KN5738,127938.0
2023-05-31,KN5955,194230.0
2023-05-31,KN5956,193179.25
2023-05-31,KN5977,58382.0
2023-05-31,KN5978,151780.0
2023-06-01,KN5737,119713.0
2023-06-01,KN5738,215108.0
2023-06-01,KN5955,174311.0
2023-06-01,KN5956,205620.0
2023-06-01,KN5977,80990.0
2023-06-01,KN5978,86733.89
2023-06-02,KN5737,101808.67
2023-06-02,KN5738,169586.0
2023-06-02,KN5955,253087.0
2023-06-02,KN5956,226369.0
2023-06-02,KN5977,120304.0
2023-06-02,KN5978,74419.0
2023-06-03,KN5737,108878.0
2023-06-03,KN5738,155916.0
2023-06-03,KN5955,133613.0
2023-06-03,KN5956,117854.0
2023-06-03,KN5977,79000.0
2023-06-03,KN5978,66109.96
2023-06-04,KN5737,70707.0
2023-06-04,KN5738,117881.0
2023-06-04,KN5955,256437.0
2023-06-04,KN5956,167519.0
2023-06-04,KN5977,94644.0
2023-06-04,KN5978,90440.9
2023-06-05,KN5737,157469.0
2023-06-05,KN5738,199574.0
2023-06-05,KN5955,199253.0
2023-06-05,KN5956,153519.0
2023-06-05,KN5977,70636.0
2023-06-05,KN5978,72222.0
2023-06-06,KN5737,147919.0
2023-06-06,KN5738,193368.0
2023-06-06,KN5955,200362.0
2023-06-06,KN5956,176895.0
2023-06-06,KN5977,129678.0
2023-06-06,KN5978,88030.0
2023-06-07,KN5737,100076.0
2023-06-07,KN5738,128726.0
2023-06-07,KN5955,210170.0
2023-06-07,KN5956,173448.0
2023-06-07,KN5977,51005.0
2023-06-07,KN5978,159694.9
2023-06-08,KN5737,130822.0
2023-06-08,KN5738,208933.0
2023-06-08,KN5955,188429.0
2023-06-08,KN5956,170496.0
2023-06-08,KN5977,94862.0
2023-06-08,KN5978,82159.75
2023-06-09,KN5737,144319.0
2023-06-09,KN5738,195767.0
2023-06-09,KN5955,218645.0
2023-06-09,KN5956,220114.0
2023-06-09,KN5977,137191.0
2023-06-09,KN5978,108325.5
2023-06-10,KN5737,132481.0
2023-06-10,KN5738,173373.0
2023-06-10,KN5955,155808.0
2023-06-10,KN5956,156499.0
2023-06-10,KN5977,130154.0
2023-06-10,KN5978,103904.0
2023-06-11,KN5737,75481.0
2023-06-11,KN5738,135504.0
2023-06-11,KN5955,203595.0
2023-06-11,KN5956,185733.0
2023-06-11,KN5977,73398.0
2023-06-11,KN5978,152602.69
2023-06-12,KN5737,189637.0
2023-06-12,KN5738,250387.0
2023-06-12,KN5955,219572.0
2023-06-12,KN5956,144786.0
2023-06-12,KN5977,91689.0
2023-06-12,KN5978,83560.69
2023-06-13,KN5737,155626.0
2023-06-13,KN5738,238476.0
2023-06-13,KN5955,196453.0
2023-06-13,KN5956,168556.0
2023-06-13,KN5977,100158.0
2023-06-13,KN5978,103200.0
2023-06-14,KN5737,180709.0
2023-06-14,KN5738,268197.0
2023-06-14,KN5955,143205.0
2023-06-14,KN5977,91979.0
2023-06-14,KN5978,96216.0
2023-06-15,KN5737,161520.0
2023-06-15,KN5738,249603.0
2023-06-15,KN5955,228837.0
2023-06-15,KN5956,190462.0
2023-06-15,KN5977,94474.0
2023-06-15,KN5978,129278.7
2023-06-16,KN5737,172451.0
2023-06-16,KN5738,241436.0
2023-06-16,KN5955,321290.0
2023-06-16,KN5956,284828.0
2023-06-16,KN5977,143971.0
2023-06-16,KN5978,92857.0
2023-06-17,KN5737,158376.0
2023-06-17,KN5738,272220.0
2023-06-17,KN5955,198283.0
2023-06-17,KN5977,95252.0
2023-06-17,KN5978,122321.02
2023-06-18,KN5955,241842.0
2023-06-18,KN5956,178106.0
2023-06-18,KN5977,94061.0
2023-06-18,KN5978,105964.0
2023-06-19,KN5738,227152.0
2023-06-19,KN5955,224051.0
2023-06-19,KN5956,180813.6
2023-06-19,KN5977,105930.0
2023-06-19,KN5978,117716.0
2023-06-20,KN5737,161018.0
2023-06-20,KN5738,250396.0
2023-06-20,KN5955,199264.0
2023-06-20,KN5977,114190.0
2023-06-20,KN5978,114212.69
2023-06-21,KN5737,107417.0
2023-06-21,KN5738,160364.0
2023-06-21,KN5955,321448.0
2023-06-21,KN5956,419696.0
2023-06-21,KN5977,174010.0
2023-06-21,KN5978,176524.4
2023-06-22,KN5738,356950.0
2023-06-22,KN5955,181463.0
2023-06-22,KN5956,194150.0
2023-06-22,KN5977,91270.0
2023-06-22,KN5978,188167.0
2023-06-23,KN5737,120922.0
2023-06-23,KN5738,180066.0
2023-06-23,KN5955,160970.0
2023-06-23,KN5956,141810.0
2023-06-23,KN5977,83035.0
2023-06-23,KN5978,101880.67
2023-06-24,KN5737,130679.0
2023-06-24,KN5738,267329.0
2023-06-24,KN5955,222395.0
2023-06-24,KN5956,245351.7
2023-06-24,KN5977,130175.0
2023-06-24,KN5978,132004.5
2023-06-25,KN5738,178158.0
2023-06-25,KN5955,287813.0
2023-06-25,KN5956,227430.0
2023-06-25,KN5977,146374.0
2023-06-25,KN5978,133500.0
2023-06-26,KN5737,214262.0
2023-06-26,KN5738,269100.0
2023-06-26,KN5955,254844.0
2023-06-26,KN5956,175789.0
2023-06-26,KN5977,130144.0
2023-06-26,KN5978,123724.0
2023-06-27,KN5737,199760.0
2023-06-27,KN5738,265517.0
2023-06-27,KN5955,268710.0
2023-06-27,KN5956,208158.0
2023-06-27,KN5977,128136.0
2023-06-27,KN5978,130740.0
2023-06-28,KN5737,189578.0
2023-06-28,KN5738,292579.0
2023-06-28,KN5955,291553.0
2023-06-28,KN5956,230759.0
2023-06-28,KN5977,146337.0
2023-06-28,KN5978,131509.33
2023-06-29,KN5737,221746.0
2023-06-29,KN5738,295237.0
2023-06-29,KN5955,303538.0
2023-06-29,KN5956,292417.0
2023-06-29,KN5977,153678.0
2023-06-29,KN5978,147826.34
2023-06-30,KN5737,134373.0
2023-06-30,KN5738,268139.0
2023-06-30,KN5955,271807.0
2023-06-30,KN5956,433417.0
2023-06-30,KN5977,155233.0
2023-06-30,KN5978,189779.0
2023-07-01,KN5737,203448.0
2023-07-01,KN5738,409082.0
2023-07-01,KN5955,150146.0
2023-07-01,KN5956,181308.0
2023-07-01,KN5957,131080.0
2023-07-01,KN5958,173289.0
2023-07-01,KN5977,105669.0
2023-07-01,KN5978,182150.0
2023-07-02,KN5737,157224.0
2023-07-02,KN5738,334677.0
2023-07-02,KN5955,174525.0
2023-07-02,KN5956,158950.0
2023-07-02,KN5957,160185.0
2023-07-02,KN5958,188940.0
2023-07-02,KN5977,103480.0
2023-07-02,KN5978,157070.0
2023-07-03,KN5737,222232.0
2023-07-03,KN5738,336300.0
2023-07-03,KN5955,152333.0
2023-07-03,KN5956,175098.0
2023-07-03,KN5957,154018.0
2023-07-03,KN5958,175289.0
2023-07-03,KN5977,125272.0
2023-07-03,KN5978,174426.9
2023-07-04,KN5737,193271.0
2023-07-04,KN5738,322965.0
2023-07-04,KN5955,165270.0
2023-07-04,KN5956,154328.0
2023-07-04,KN5957,149009.0
2023-07-04,KN5958,162468.0
2023-07-04,KN5977,115885.0
2023-07-04,KN5978,119072.9
2023-07-05,KN5737,150287.0
2023-07-05,KN5738,192957.0
2023-07-05,KN5955,206047.0
2023-07-05,KN5956,173568.0
2023-07-05,KN5957,167760.0
2023-07-05,KN5958,158353.0
2023-07-05,KN5977,138728.0
2023-07-05,KN5978,145260.0
2023-07-06,KN5737,223660.0
2023-07-06,KN5738,308769.0
2023-07-06,KN5955,180819.0
2023-07-06,KN5956,163729.0
2023-07-06,KN5957,157747.0
2023-07-06,KN5958,148388.0
2023-07-06,KN5978,154982.51
2023-07-07,KN5737,211188.0
2023-07-07,KN5738,287605.0
2023-07-07,KN5955,202453.0
2023-07-07,KN5956,173398.75
2023-07-07,KN5957,184150.0
2023-07-07,KN5958,183531.0
2023-07-07,KN5977,183490.0
2023-07-07,KN5978,235179.2
2023-07-08,KN5737,215904.0
2023-07-08,KN5738,306420.0
2023-07-08,KN5955,147365.0
2023-07-08,KN5956,131507.0
2023-07-08,KN5957,148769.0
2023-07-08,KN5958,135160.0
2023-07-08,KN5977,181286.0
2023-07-08,KN5978,158117.0
2023-07-09,KN5737,224348.0
2023-07-09,KN5738,300846.0
2023-07-09,KN5955,207240.0
2023-07-09,KN5956,149339.0
2023-07-09,KN5957,177430.0
2023-07-09,KN5958,149650.0
2023-07-09,KN5977,145308.0
2023-07-10,KN5737,222037.0
2023-07-10,KN5738,241860.0
2023-07-10,KN5955,163938.0
2023-07-10,KN5956,92816.0
2023-07-10,KN5957,139178.0
2023-07-10,KN5958,77478.0
2023-07-10,KN5978,139917.2
2023-07-11,KN5737,120921.0
2023-07-11,KN5738,149959.0
2023-07-11,KN5955,159798.0
2023-07-11,KN5956,120677.0
2023-07-11,KN5957,117240.0
2023-07-11,KN5958,114978.0
2023-07-11,KN5977,144000.0
2023-07-11,KN5978,151300.0
2023-07-12,KN5737,201917.0
2023-07-12,KN5738,266296.0
2023-07-12,KN5955,160848.0
2023-07-12,KN5956,128430.0
2023-07-12,KN5957,140098.0
2023-07-12,KN5958,123399.0
2023-07-12,KN5977,104616.0
2023-07-12,KN5978,119932.0
2023-07-13,KN5737,207434.0
2023-07-13,KN5738,249697.0
2023-07-13,KN5955,163428.0
2023-07-13,KN5956,136344.0
2023-07-13,KN5957,142459.0
2023-07-13,KN5958,136010.0
2023-07-13,KN5977,126219.0
2023-07-13,KN5978,110610.2
2023-07-14,KN5737,190817.0
2023-07-14,KN5738,254156.0
2023-07-14,KN5955,209050.0
2023-07-14,KN5956,182249.0
2023-07-14,KN5957,166960.0
2023-07-14,KN5958,192830.0
2023-07-14,KN5977,160520.0
2023-07-14,KN5978,121337.0
2023-07-15,KN5737,195229.0
2023-07-15,KN5738,248130.0
2023-07-15,KN5955,123619.5
2023-07-15,KN5956,86397.0
2023-07-15,KN5957,130446.0
2023-07-15,KN5958,111255.0
2023-07-15,KN5977,91119.0
2023-07-15,KN5978,110671.0
2023-07-16,KN5737,173374.0
2023-07-16,KN5738,232610.0
2023-07-16,KN5955,155383.0
2023-07-16,KN5956,149969.0
2023-07-16,KN5957,148064.0
2023-07-16,KN5958,130270.0
2023-07-16,KN5977,109893.0
2023-07-16,KN5978,79231.3
2023-07-17,KN5737,198389.0
2023-07-17,KN5738,250340.0
2023-07-17,KN5955,141189.0
2023-07-17,KN5956,113887.0
2023-07-17,KN5957,125904.0
2023-07-17,KN5958,94528.0
2023-07-17,KN5977,85924.0
2023-07-17,KN5978,119245.5
2023-07-18,KN5737,165498.0
2023-07-18,KN5738,226565.0
2023-07-18,KN5955,142763.0
2023-07-18,KN5956,114399.0
2023-07-18,KN5957,120800.0
2023-07-18,KN5958,122577.0
2023-07-18,KN5977,102353.0
2023-07-18,KN5978,108449.0
2023-07-19,KN5737,210618.0
2023-07-19,KN5738,228372.0
2023-07-19,KN5955,162291.0
2023-07-19,KN5956,105015.0
2023-07-19,KN5957,119096.0
2023-07-19,KN5958,102965.0
2023-07-19,KN5977,112248.0
2023-07-19,KN5978,124044.0
2023-07-20,KN5737,202238.0
2023-07-20,KN5738,215040.0
2023-07-20,KN5955,156556.0
2023-07-20,KN5956,130192.0
2023-07-20,KN5957,128547.0
2023-07-20,KN5958,97841.0
2023-07-20,KN5977,106774.0
2023-07-20,KN5978,128334.0
2023-07-21,KN5737,190552.0
2023-07-21,KN5738,237063.0
2023-07-21,KN5955,206614.0
2023-07-21,KN5956,159670.0
2023-07-21,KN5957,174369.0
2023-07-21,KN5958,75186.0
2023-07-21,KN5977,149855.0
2023-07-21,KN5978,118867.1
2023-07-22,KN5737,203814.0
2023-07-22,KN5738,229680.0
2023-07-22,KN5955,94762.0
2023-07-22,KN5956,94996.9
2023-07-22,KN5957,100195.0
2023-07-22,KN5958,98617.0
2023-07-22,KN5977,63768.0
2023-07-22,KN5978,100562.0
2023-07-23,KN5737,165343.0
2023-07-23,KN5738,222116.0
2023-07-23,KN5955,160985.0
2023-07-23,KN5956,155809.0
2023-07-23,KN5957,131470.0
2023-07-23,KN5958,138810.0
2023-07-23,KN5977,113737.0
2023-07-23,KN5978,99078.0
2023-07-24,KN5737,197874.0
2023-07-24,KN5738,237374.0
2023-07-24,KN5955,152810.0
2023-07-24,KN5956,108277.0
2023-07-24,KN5957,123804.0
2023-07-24,KN5958,131067.0
2023-07-24,KN5977,105762.0
2023-07-24,KN5978,102219.98
2023-07-25,KN5737,189015.0
2023-07-25,KN5738,221654.0
2023-07-25,KN5955,151080.0
2023-07-25,KN5956,121323.0
2023-07-25,KN5957,129833.0
2023-07-25,KN5958,113235.0
2023-07-25,KN5977,103443.0
2023-07-25,KN5978,106930.75
2023-07-26,KN5737,201540.0
2023-07-26,KN5738,225007.0
2023-07-26,KN5955,157575.0
2023-07-26,KN5956,139196.5
2023-07-26,KN5957,119675.0
2023-07-26,KN5958,114278.0
2023-07-26,KN5977,97293.0
2023-07-26,KN5978,112352.4
2023-07-27,KN5737,199537.0
2023-07-27,KN5738,231797.0
2023-07-27,KN5955,238106.0
2023-07-27,KN5956,182350.0
2023-07-27,KN5957,105577.0
2023-07-27,KN5958,116138.0
2023-07-27,KN5977,104846.0
2023-07-27,KN5978,105637.0
2023-07-28,KN5737,178083.0
2023-07-28,KN5738,256525.0
2023-07-28,KN5955,267992.0
2023-07-28,KN5956,241403.0
2023-07-28,KN5957,141700.0
2023-07-28,KN5958,155700.0
2023-07-28,KN5977,131925.0
2023-07-28,KN5978,119152.75
2023-07-29,KN5737,193803.0
2023-07-29,KN5738,247831.0
2023-07-29,KN5955,228588.0
2023-07-29,KN5956,163154.0
2023-07-29,KN5957,120482.0
2023-07-29,KN5958,118887.0
2023-07-29,KN5977,89149.0
2023-07-29,KN5978,116702.85
2023-07-30,KN5737,131899.67
2023-07-30,KN5738,211805.0
2023-07-30,KN5955,257783.0
2023-07-30,KN5956,194027.0
2023-07-30,KN5957,136300.0
2023-07-30,KN5958,142440.0
2023-07-30,KN5977,133684.0
2023-07-30,KN5978,101368.73
2023-07-31,KN5737,174036.0
2023-07-31,KN5738,206345.0
2023-07-31,KN5957,101300.0
2023-07-31,KN5958,8150.0
2023-07-31,KN5977,33175.0
2023-07-31,KN5978,121795.5
2023-08-01,KN5737,208490.0
2023-08-01,KN5738,238008.0
2023-08-01,KN5955,180995.0
2023-08-01,KN5956,170380.0
2023-08-01,KN5957,125764.0
2023-08-01,KN5958,101295.0
2023-08-01,KN5977,100900.5
2023-08-02,KN5737,134684.0
2023-08-02,KN5738,213039.0
2023-08-02,KN5955,207874.0
2023-08-02,KN5956,135489.0
2023-08-02,KN5957,96118.0
2023-08-02,KN5958,105497.0
2023-08-02,KN5977,76774.0
2023-08-02,KN5978,101677.55
2023-08-03,KN5737,168404.5
2023-08-03,KN5738,212847.0
2023-08-03,KN5955,218163.0
2023-08-03,KN5956,196046.0
2023-08-03,KN5957,107419.0
2023-08-03,KN5958,118928.0
2023-08-03,KN5977,88027.0
2023-08-03,KN5978,93290.55
2023-08-04,KN5737,185147.75
2023-08-04,KN5738,203817.0
2023-08-04,KN5955,237103.0
2023-08-04,KN5956,220352.0
2023-08-04,KN5957,109367.0
2023-08-04,KN5958,153229.0
2023-08-04,KN5977,112376.5
2023-08-04,KN5978,97515.0
2023-08-05,KN5737,179291.0
2023-08-05,KN5738,226047.0
2023-08-05,KN5955,198726.0
2023-08-05,KN5956,134158.0
2023-08-05,KN5957,117199.0
2023-08-05,KN5958,105037.0
2023-08-05,KN5977,96589.0
2023-08-05,KN5978,116626.0
2023-08-06,KN5737,142786.0
2023-08-06,KN5738,259257.67
2023-08-06,KN5955,273681.0
2023-08-06,KN5956,271433.0
2023-08-06,KN5957,145282.0
2023-08-06,KN5958,137353.0
2023-08-06,KN5977,137758.0
2023-08-06,KN5978,121925.0
2023-08-07,KN5737,230485.0
2023-08-07,KN5738,241566.0
2023-08-07,KN5955,248912.0
2023-08-07,KN5956,215380.0
2023-08-07,KN5957,142327.0
2023-08-07,KN5958,150359.0
2023-08-07,KN5977,98440.0
2023-08-07,KN5978,137336.8
2023-08-08,KN5737,197235.0
2023-08-08,KN5738,248209.0
2023-08-08,KN5955,231385.0
2023-08-08,KN5956,224854.0
2023-08-08,KN5957,139076.0
2023-08-08,KN5958,106075.0
2023-08-08,KN5977,105778.0
2023-08-08,KN5978,110877.38
2023-08-09,KN5737,198718.75
2023-08-09,KN5738,245809.0
2023-08-09,KN5955,263817.0
2023-08-09,KN5956,177389.0
2023-08-09,KN5957,106758.0
2023-08-09,KN5958,109396.0
2023-08-09,KN5977,106525.0
2023-08-09,KN5978,114026.75
2023-08-10,KN5737,186493.0
2023-08-10,KN5738,264550.0
2023-08-10,KN5955,241554.0
2023-08-10,KN5956,217305.0
2023-08-10,KN5957,138967.0
2023-08-10,KN5958,129455.0
2023-08-10,KN5977,123239.5
2023-08-10,KN5978,123599.34
2023-08-11,KN5737,189036.0
2023-08-11,KN5738,219739.0
2023-08-11,KN5955,274563.0
2023-08-11,KN5957,147418.0
2023-08-11,KN5958,187813.0
2023-08-11,KN5977,151650.0
2023-08-11,KN5978,124368.0
2023-08-12,KN5737,179247.0
2023-08-12,KN5738,241450.0
2023-08-12,KN5955,151955.0
2023-08-12,KN5956,136418.0
2023-08-12,KN5957,136467.0
2023-08-12,KN5958,127617.0
2023-08-12,KN5977,91069.0
2023-08-12,KN5978,141564.09
2023-08-13,KN5737,170692.25
2023-08-13,KN5738,252526.76
2023-08-13,KN5955,136160.0
2023-08-13,KN5956,164791.7
2023-08-13,KN5957,148220.0
2023-08-13,KN5958,173120.0
2023-08-13,KN5977,123010.0
2023-08-13,KN5978,135581.25
2023-08-14,KN5738,270535.0
2023-08-14,KN5955,246445.0
2023-08-14,KN5956,208387.0
2023-08-14,KN5957,128166.0
2023-08-14,KN5958,135098.0
2023-08-14,KN5977,97372.0
2023-08-14,KN5978,130557.43
2023-08-15,KN5737,179866.0
2023-08-15,KN5738,248669.0
2023-08-15,KN5955,235426.0
2023-08-15,KN5956,212225.0
2023-08-15,KN5957,127628.0
2023-08-15,KN5958,123205.0
2023-08-15,KN5977,116775.0
2023-08-15,KN5978,124352.13
2023-08-16,KN5737,194775.0
2023-08-16,KN5738,274896.0
2023-08-16,KN5955,268740.0
2023-08-16,KN5956,230370.0
2023-08-16,KN5957,144265.0
2023-08-16,KN5958,142615.67
2023-08-16,KN5977,120680.0
2023-08-16,KN5978,138149.0
2023-08-17,KN5737,185325.0
2023-08-17,KN5738,297855.0
2023-08-17,KN5955,272218.0
2023-08-17,KN5956,252918.0
2023-08-17,KN5957,147425.0
2023-08-17,KN5958,151726.0
2023-08-17,KN5977,115297.0
2023-08-17,KN5978,123290.5
2023-08-18,KN5737,184168.0
2023-08-18,KN5738,250178.0
2023-08-18,KN5955,294460.0
2023-08-18,KN5956,236813.72
2023-08-18,KN5957,141760.0
2023-08-18,KN5958,190500.0
2023-08-18,KN5977,167155.0
2023-08-18,KN5978,123569.0
2023-08-19,KN5737,192253.0
2023-08-19,KN5738,260968.0
2023-08-19,KN5955,211817.0
2023-08-19,KN5956,203425.0
2023-08-19,KN5957,126019.0
2023-08-19,KN5958,122785.0
2023-08-19,KN5977,106038.5
2023-08-19,KN5978,121093.28
2023-08-20,KN5737,197902.0
2023-08-20,KN5738,274716.0
2023-08-20,KN5955,302160.0
2023-08-20,KN5956,322685.0
2023-08-20,KN5957,150780.0
2023-08-20,KN5958,158668.0
2023-08-20,KN5977,143850.0
2023-08-20,KN5978,138991.5
2023-08-21,KN5737,203825.0
2023-08-21,KN5738,289628.0
2023-08-21,KN5955,216570.0
2023-08-21,KN5956,206145.0
2023-08-21,KN5957,123966.0
2023-08-21,KN5958,126977.0
2023-08-21,KN5977,97860.0
2023-08-21,KN5978,147380.4
2023-08-22,KN5737,167609.0
2023-08-22,KN5738,224586.0
2023-08-22,KN5955,228042.0
2023-08-22,KN5956,200414.0
2023-08-22,KN5957,108987.0
2023-08-22,KN5958,113328.0
2023-08-22,KN5977,118020.0
2023-08-22,KN5978,108757.6
2023-08-23,KN5737,167077.0
2023-08-23,KN5738,248628.0
2023-08-23,KN5955,235284.0
2023-08-23,KN5956,203447.0
2023-08-23,KN5957,118710.0
2023-08-23,KN5958,139899.0
2023-08-23,KN5977,90404.0
2023-08-23,KN5978,134902.9
2023-08-24,KN5737,164223.0
2023-08-24,KN5738,227947.0
2023-08-24,KN5955,222145.0
2023-08-24,KN5956,219848.0
2023-08-24,KN5957,111994.0
2023-08-24,KN5958,126007.0
2023-08-24,KN5977,125241.0
2023-08-24,KN5978,106281.0
2023-08-25,KN5737,163484.22
2023-08-25,KN5738,241095.0
2023-08-25,KN5955,259165.0
2023-08-25,KN5956,276612.67
2023-08-25,KN5957,110500.0
2023-08-25,KN5958,181786.0
2023-08-25,KN5977,130194.0
2023-08-25,KN5978,133857.07
2023-08-26,KN5737,168431.0
2023-08-26,KN5738,222731.0
2023-08-26,KN5955,176703.0
2023-08-26,KN5956,175518.4
2023-08-26,KN5957,101066.0
2023-08-26,KN5958,84606.0
2023-08-26,KN5977,80168.0
2023-08-26,KN5978,127775.7
2023-08-27,KN5737,162483.0
2023-08-27,KN5738,190653.0
2023-08-27,KN5955,243828.0
2023-08-27,KN5956,226811.9
2023-08-27,KN5957,131067.0
2023-08-27,KN5958,147971.0
2023-08-27,KN5977,98947.0
2023-08-27,KN5978,71271.0
2023-08-28,KN5737,187963.0
2023-08-28,KN5738,242456.0
2023-08-28,KN5955,209777.0
2023-08-28,KN5956,155054.0
2023-08-28,KN5957,115725.0
2023-08-28,KN5958,54597.0
2023-08-28,KN5977,89095.0
2023-08-28,KN5978,109781.9
2023-08-29,KN5737,127393.0
2023-08-29,KN5738,162187.0
2023-08-29,KN5955,180990.0
2023-08-29,KN5956,173935.0
2023-08-29,KN5957,105688.0
2023-08-29,KN5958,98247.0
2023-08-29,KN5977,90296.49
2023-08-29,KN5978,94145.6
2023-08-30,KN5737,134008.0
2023-08-30,KN5738,184216.0
2023-08-30,KN5955,250882.53
2023-08-30,KN5956,161819.0
2023-08-30,KN5957,119815.0
2023-08-30,KN5958,101805.0
2023-08-30,KN5977,76913.0
2023-08-30,KN5978,77360.93
2023-08-31,KN5737,134785.0
2023-08-31,KN5738,210221.9
2023-08-31,KN5955,175094.0
2023-08-31,KN5956,172925.0
2023-08-31,KN5957,100086.0
2023-08-31,KN5958,93538.0
2023-08-31,KN5977,125105.0
2023-09-01,KN5737,152006.0
2023-09-01,KN5738,208275.0
2023-09-01,KN5955,225504.0
2023-09-01,KN5956,200259.34
2023-09-01,KN5957,102239.0
2023-09-01,KN5958,107130.0
2023-09-01,KN5977,114068.0
2023-09-02,KN5737,136632.0
2023-09-02,KN5738,194689.0
2023-09-02,KN5955,175241.0
2023-09-02,KN5956,148630.0
2023-09-02,KN5957,90045.0
2023-09-02,KN5958,82441.0
2023-09-02,KN5977,51600.0
2023-09-02,KN5978,84171.52
2023-09-03,KN5737,84953.0
2023-09-03,KN5738,110017.0
2023-09-03,KN5955,211130.0
2023-09-03,KN5956,180418.0
2023-09-03,KN5957,109280.0
2023-09-03,KN5958,77538.0
2023-09-03,KN5977,75624.0
2023-09-03,KN5978,94554.8
2023-09-04,KN5737,166078.0
2023-09-04,KN5738,173586.0
2023-09-04,KN5955,169544.0
2023-09-04,KN5956,161717.0
2023-09-04,KN5957,108827.0
2023-09-04,KN5958,99737.0
2023-09-04,KN5977,69169.0
2023-09-04,KN5978,92849.17
2023-09-05,KN5737,157629.0
2023-09-05,KN5738,201775.0
2023-09-05,KN5955,205195.0
2023-09-05,KN5956,179317.0
2023-09-05,KN5957,114940.0
2023-09-05,KN5958,109544.0
2023-09-05,KN5977,88590.0
2023-09-05,KN5978,86480.0
2023-09-06,KN5737,166933.75
2023-09-06,KN5738,199588.0
2023-09-06,KN5955,258570.0
2023-09-06,KN5956,152050.0
2023-09-06,KN5957,128829.0
2023-09-06,KN5958,121098.0
2023-09-06,KN5977,95620.0
2023-09-06,KN5978,97306.4
2023-09-07,KN5737,167045.0
2023-09-07,KN5738,207688.0
2023-09-07,KN5955,228579.0
2023-09-07,KN5956,199817.0
2023-09-07,KN5957,119020.0
2023-09-07,KN5958,117790.0
2023-09-07,KN5977,96229.0
2023-09-07,KN5978,112135.0
2023-09-08,KN5737,156434.0
2023-09-08,KN5738,203314.0
2023-09-08,KN5955,290219.0
2023-09-08,KN5956,297511.0
2023-09-08,KN5957,143858.0
2023-09-08,KN5958,160086.0
2023-09-08,KN5977,116506.0
2023-09-08,KN5978,98980.0
2023-09-09,KN5737,168984.0
2023-09-09,KN5738,195639.0
2023-09-09,KN5955,153566.0
2023-09-09,KN5956,147350.0
2023-09-09,KN5957,101047.0
2023-09-09,KN5958,78208.0
2023-09-09,KN5977,77448.0
2023-09-09,KN5978,88855.4
2023-09-10,KN5737,102643.0
2023-09-10,KN5738,154246.0
2023-09-10,KN5955,248702.0
2023-09-10,KN5956,200436.0
2023-09-10,KN5957,127015.0
2023-09-10,KN5958,116735.0
2023-09-10,KN5977,109120.0
2023-09-10,KN5978,66467.0
2023-09-11,KN5737,193475.0
2023-09-11,KN5738,222974.0
2023-09-11,KN5955,202947.0
2023-09-11,KN5956,155196.0
2023-09-11,KN5957,125328.0
2023-09-11,KN5958,85047.0
2023-09-11,KN5977,81350.0
2023-09-11,KN5978,103596.0
2023-09-12,KN5737,172532.0
2023-09-12,KN5738,206817.4
2023-09-12,KN5955,197279.0
2023-09-12,KN5956,174050.0
2023-09-12,KN5957,87439.0
2023-09-12,KN5958,81040.0
2023-09-12,KN5978,89743.81
2023-09-13,KN5737,153432.75
2023-09-13,KN5738,240048.0
2023-09-13,KN5955,202655.0
2023-09-13,KN5956,151628.0
2023-09-13,KN5957,112889.0
2023-09-13,KN5958,122219.0
2023-09-13,KN5977,82040.0
2023-09-13,KN5978,90014.18
2023-09-14,KN5737,133296.0
2023-09-14,KN5738,195149.0
2023-09-14,KN5955,198639.0
2023-09-14,KN5956,199217.0
2023-09-14,KN5957,103229.0
2023-09-14,KN5958,115489.0
2023-09-14,KN5977,99639.0
2023-09-14,KN5978,90269.55
2023-09-15,KN5737,127052.0
2023-09-15,KN5738,210047.0
2023-09-15,KN5955,306773.0
2023-09-15,KN5956,297372.0
2023-09-15,KN5957,149384.0
2023-09-15,KN5958,176164.0
2023-09-15,KN5977,146390.0
2023-09-15,KN5978,108875.0
2023-09-16,KN5737,178286.0
2023-09-16,KN5738,151132.0
2023-09-16,KN5955,183776.0
2023-09-16,KN5956,149019.0
2023-09-16,KN5957,97945.0
2023-09-16,KN5958,69943.0
2023-09-16,KN5977,71755.0
2023-09-16,KN5978,91115.8
2023-09-17,KN5737,135684.11
2023-09-17,KN5738,165855.0
2023-09-17,KN5955,134267.0
2023-09-17,KN5956,144268.0
2023-09-17,KN5957,104612.0
2023-09-17,KN5958,113321.0
2023-09-17,KN5977,185778.0
2023-09-17,KN5978,87634.54
2023-09-18,KN5737,157409.0
2023-09-18,KN5738,244993.4
2023-09-18,KN5955,117585.0
2023-09-18,KN5957,129088.0
2023-09-18,KN5958,94816.0
2023-09-18,KN5977,69369.0
2023-09-19,KN5737,181108.0
2023-09-19,KN5738,228548.0
2023-09-19,KN5955,103065.0
2023-09-19,KN5956,98676.0
2023-09-19,KN5957,120338.0
2023-09-19,KN5958,116810.0
2023-09-19,KN5978,97665.8
2023-09-20,KN5737,106533.0
2023-09-20,KN5738,171309.0
2023-09-20,KN5955,270424.0
2023-09-20,KN5956,179538.0
