航班日期,航班号,实际销售额（sale_volume）
2023-09-20,KN5957,134709.0
2023-09-20,KN5958,124478.0
2023-09-20,KN5977,86293.0
2023-09-20,KN5978,183998.51
2023-09-21,KN5737,156700.0
2023-09-21,KN5738,250927.4
2023-09-21,KN5955,224504.0
2023-09-21,KN5956,211350.0
2023-09-21,KN5957,128348.0
2023-09-21,KN5958,145266.0
2023-09-21,KN5977,100078.0
2023-09-21,KN5978,112848.85
2023-09-22,KN5737,163866.0
2023-09-22,KN5738,295557.0
2023-09-22,KN5955,362996.0
2023-09-22,KN5956,372974.0
2023-09-22,KN5957,158370.0
2023-09-22,KN5958,212534.0
2023-09-22,KN5977,141900.0
2023-09-22,KN5978,116523.25
2023-09-23,KN5737,143934.0
2023-09-23,KN5738,249928.0
2023-09-23,KN5955,178429.0
2023-09-23,KN5956,167460.0
2023-09-23,KN5957,97641.0
2023-09-23,KN5958,90509.0
2023-09-23,KN5977,85121.5
2023-09-23,KN5978,121770.74
2023-09-24,KN5737,136873.0
2023-09-24,KN5738,175252.0
2023-09-24,KN5955,284275.0
2023-09-24,KN5956,198622.0
2023-09-24,KN5957,130677.0
2023-09-24,KN5958,118351.0
2023-09-24,KN5977,128370.0
2023-09-24,KN5978,98731.38
2023-09-25,KN5737,190646.0
2023-09-25,KN5738,255415.0
2023-09-25,KN5955,206068.0
2023-09-25,KN5956,178895.0
2023-09-25,KN5957,97100.0
2023-09-25,KN5958,101698.0
2023-09-25,KN5977,89390.0
2023-09-25,KN5978,92866.12
2023-09-26,KN5737,134580.0
2023-09-26,KN5738,171046.0
2023-09-26,KN5956,192895.0
2023-09-26,KN5957,120038.0
2023-09-26,KN5958,128479.0
2023-09-26,KN5977,100419.0
2023-09-26,KN5978,75974.05
2023-09-27,KN5955,246804.0
2023-09-27,KN5956,240831.0
2023-09-27,KN5957,128791.0
2023-09-27,KN5958,149448.0
2023-09-27,KN5977,210660.0
2023-09-27,KN5978,115638.62
2023-09-28,KN5955,417035.0
2023-09-28,KN5956,387634.0
2023-09-28,KN5957,159776.0
2023-09-28,KN5958,246740.0
2023-09-29,KN5737,142160.0
2023-09-29,KN5738,176540.0
2023-09-29,KN5955,249025.0
2023-09-29,KN5956,233200.0
2023-09-29,KN5977,94261.0
2023-09-29,KN5978,313191.91
2023-09-30,KN5737,114400.0
2023-09-30,KN5738,158950.0
2023-09-30,KN5955,223875.67
2023-09-30,KN5956,191481.33
2023-09-30,KN5957,147880.0
2023-09-30,KN5958,133970.0
2023-09-30,KN5977,127930.0
2023-09-30,KN5978,132983.6
2023-10-01,KN5737,184598.0
2023-10-01,KN5738,215817.0
2023-10-01,KN5955,179381.0
2023-10-01,KN5956,134220.0
2023-10-01,KN5957,107182.0
2023-10-01,KN5958,87387.0
2023-10-01,KN5977,86167.5
2023-10-01,KN5978,95759.63
2023-10-02,KN5737,157874.0
2023-10-02,KN5738,141398.0
2023-10-02,KN5955,170421.0
2023-10-02,KN5956,139399.0
2023-10-02,KN5958,89677.0
2023-10-02,KN5977,90965.5
2023-10-02,KN5978,94485.71
2023-10-03,KN5737,152538.0
2023-10-03,KN5738,179815.0
2023-10-03,KN5955,217332.0
2023-10-03,KN5956,147203.0
2023-10-03,KN5957,132799.0
2023-10-03,KN5958,88875.0
2023-10-03,KN5977,116501.0
2023-10-03,KN5978,78442.28
2023-10-04,KN5737,145853.0
2023-10-04,KN5738,188560.0
2023-10-04,KN5955,224280.0
2023-10-04,KN5956,183669.0
2023-10-04,KN5957,120770.0
2023-10-04,KN5958,105480.0
2023-10-04,KN5977,116375.0
2023-10-04,KN5978,78244.19
2023-10-05,KN5737,189710.0
2023-10-05,KN5738,241360.0
2023-10-05,KN5955,260365.0
2023-10-05,KN5956,236174.76
2023-10-05,KN5957,145000.0
2023-10-05,KN5958,141868.0
2023-10-05,KN5977,133115.0
2023-10-05,KN5978,118639.35
2023-10-06,KN5737,179065.0
2023-10-06,KN5738,233899.0
2023-10-06,KN5955,221790.0
2023-10-06,KN5956,195460.0
2023-10-06,KN5957,134250.0
2023-10-06,KN5958,133090.0
2023-10-06,KN5977,123750.0
2023-10-06,KN5978,163203.87
2023-10-07,KN5737,139362.0
2023-10-07,KN5738,152185.0
2023-10-07,KN5955,176277.0
2023-10-07,KN5956,153826.5
2023-10-07,KN5957,108369.0
2023-10-07,KN5958,102395.0
2023-10-07,KN5977,131805.0
2023-10-07,KN5978,106348.8
2023-10-08,KN5737,132634.0
2023-10-08,KN5738,228910.68
2023-10-08,KN5955,119887.0
2023-10-08,KN5956,83379.0
2023-10-08,KN5957,109407.0
2023-10-08,KN5958,89104.0
2023-10-08,KN5977,87014.0
2023-10-09,KN5737,129324.0
2023-10-09,KN5738,168385.0
2023-10-09,KN5955,93379.0
2023-10-09,KN5956,71029.0
2023-10-09,KN5957,91269.0
2023-10-09,KN5958,82619.0
2023-10-09,KN5977,72640.0
2023-10-09,KN5978,121623.55
2023-10-10,KN5737,115772.0
2023-10-10,KN5738,186478.0
2023-10-10,KN5955,161497.0
2023-10-10,KN5956,131740.0
2023-10-10,KN5957,94452.0
2023-10-10,KN5958,89170.0
2023-10-10,KN5977,78540.0
2023-10-10,KN5978,84472.78
2023-10-11,KN5737,140850.0
2023-10-11,KN5738,187549.0
2023-10-11,KN5955,203155.0
2023-10-11,KN5956,143379.0
2023-10-11,KN5957,110350.0
2023-10-11,KN5958,95529.0
2023-10-11,KN5977,85475.0
2023-10-11,KN5978,91267.5
2023-10-12,KN5737,147349.0
2023-10-12,KN5738,197939.0
2023-10-12,KN5955,204299.0
2023-10-12,KN5956,152907.0
2023-10-12,KN5957,94990.0
2023-10-12,KN5958,101817.0
2023-10-12,KN5977,93729.0
2023-10-12,KN5978,84047.7
2023-10-13,KN5737,150787.0
2023-10-13,KN5738,195102.0
2023-10-13,KN5955,257943.0
2023-10-13,KN5956,267805.0
2023-10-13,KN5957,142610.0
2023-10-13,KN5958,146550.0
2023-10-13,KN5977,144200.0
2023-10-13,KN5978,82444.8
2023-10-14,KN5737,94313.0
2023-10-14,KN5738,116223.0
2023-10-14,KN5955,173434.0
2023-10-14,KN5956,139576.0
2023-10-14,KN5957,104807.0
2023-10-14,KN5958,108284.0
2023-10-14,KN5977,95890.0
2023-10-14,KN5978,86616.5
2023-10-15,KN5737,80263.0
2023-10-15,KN5738,124518.0
2023-10-15,KN5955,222989.0
2023-10-15,KN5956,248110.0
2023-10-15,KN5957,110520.0
2023-10-15,KN5958,168610.0
2023-10-15,KN5977,156710.0
2023-10-15,KN5978,90628.06
2023-10-16,KN5737,103582.0
2023-10-16,KN5738,145698.0
2023-10-16,KN5955,159513.0
2023-10-16,KN5956,95765.0
2023-10-16,KN5957,93469.0
2023-10-16,KN5958,100455.0
2023-10-16,KN5977,43859.0
2023-10-16,KN5978,124844.04
2023-10-17,KN5737,76898.0
2023-10-17,KN5738,120926.0
2023-10-17,KN5955,174495.0
2023-10-17,KN5956,149277.0
2023-10-17,KN5957,103209.0
2023-10-17,KN5958,94311.0
2023-10-17,KN5977,65620.0
2023-10-17,KN5978,73140.3
2023-10-18,KN5737,82639.0
2023-10-18,KN5738,148305.0
2023-10-18,KN5955,178980.0
2023-10-18,KN5956,134128.0
2023-10-18,KN5957,95220.0
2023-10-18,KN5958,89750.0
2023-10-18,KN5977,63250.0
2023-10-19,KN5737,92870.0
2023-10-19,KN5738,152879.0
2023-10-19,KN5955,105879.0
2023-10-19,KN5957,99000.0
2023-10-19,KN5958,84947.0
2023-10-19,KN5977,73309.0
2023-10-19,KN5978,85038.4
2023-10-20,KN5737,128915.0
2023-10-20,KN5738,187582.0
2023-10-20,KN5955,184929.0
2023-10-20,KN5956,161296.0
2023-10-20,KN5957,121130.0
2023-10-20,KN5958,153740.0
2023-10-20,KN5977,96670.0
2023-10-20,KN5978,104619.1
2023-10-21,KN5737,153314.0
2023-10-21,KN5738,218303.0
2023-10-21,KN5955,157219.0
2023-10-21,KN5956,128647.0
2023-10-21,KN5957,98989.0
2023-10-21,KN5958,88757.0
2023-10-21,KN5977,66415.0
2023-10-21,KN5978,88518.5
2023-10-22,KN5737,123632.0
2023-10-22,KN5738,194348.0
2023-10-22,KN5955,233422.0
2023-10-22,KN5956,216539.0
2023-10-22,KN5957,110840.0
2023-10-22,KN5958,147870.0
2023-10-22,KN5977,95590.0
2023-10-22,KN5978,81403.95
2023-10-23,KN5737,156630.0
2023-10-23,KN5738,242996.0
2023-10-23,KN5955,167948.0
2023-10-23,KN5956,151387.0
2023-10-23,KN5957,113659.0
2023-10-23,KN5958,92955.0
2023-10-23,KN5977,75390.0
2023-10-23,KN5978,99980.0
2023-10-24,KN5737,119197.0
2023-10-24,KN5738,192280.0
2023-10-24,KN5955,192252.0
2023-10-24,KN5956,155790.0
2023-10-24,KN5957,80915.0
2023-10-24,KN5958,99479.0
2023-10-24,KN5977,74530.0
2023-10-24,KN5978,78201.0
2023-10-25,KN5737,146256.0
2023-10-25,KN5738,206467.0
2023-10-25,KN5955,234450.0
2023-10-25,KN5956,179769.0
2023-10-25,KN5957,122840.0
2023-10-25,KN5958,115230.0
2023-10-25,KN5977,69919.0
2023-10-25,KN5978,75530.0
2023-10-26,KN5737,129658.0
2023-10-26,KN5738,202129.0
2023-10-26,KN5955,243390.0
2023-10-26,KN5956,188374.0
2023-10-26,KN5957,109770.0
2023-10-26,KN5958,109891.0
2023-10-26,KN5977,82138.0
2023-10-26,KN5978,91040.55
2023-10-27,KN5737,149740.0
2023-10-27,KN5738,210908.0
2023-10-27,KN5955,362070.0
2023-10-27,KN5956,349920.0
2023-10-27,KN5957,179730.0
2023-10-27,KN5958,214819.0
2023-10-27,KN5978,92876.5
2023-10-28,KN5737,141264.0
2023-10-28,KN5738,192304.0
2023-10-28,KN5955,171348.0
2023-10-28,KN5956,144110.0
2023-10-28,KN5957,90007.0
2023-10-28,KN5958,81689.0
2023-10-29,KN5737,64180.0
2023-10-29,KN5738,98239.0
2023-10-29,KN5955,213635.0
2023-10-29,KN5956,170005.0
2023-10-29,KN5957,181112.0
2023-10-29,KN5958,127595.0
2023-10-29,KN5977,88914.0
2023-10-29,KN5978,75113.0
2023-10-30,KN5737,88249.0
2023-10-30,KN5738,126848.0
2023-10-30,KN5955,121779.0
2023-10-30,KN5956,72430.0
2023-10-30,KN5977,44345.0
2023-10-30,KN5978,91382.63
2023-10-31,KN5737,57608.0
2023-10-31,KN5738,112828.0
2023-10-31,KN5955,131610.0
2023-10-31,KN5956,64598.0
2023-10-31,KN5957,184720.0
2023-10-31,KN5958,128990.0
2023-11-01,KN5738,131090.0
2023-11-01,KN5957,180805.0
2023-11-01,KN5958,132354.0
2023-11-01,KN5977,66214.0
2023-11-01,KN5978,121312.15
2023-11-02,KN5955,153900.0
2023-11-02,KN5956,85446.0
2023-11-02,KN5957,74379.0
2023-11-02,KN5958,48290.0
2023-11-02,KN5977,33582.5
2023-11-02,KN5978,76863.57
2023-11-03,KN5737,71093.0
2023-11-03,KN5738,110838.0
2023-11-03,KN5955,233117.0
2023-11-03,KN5956,184198.0
2023-11-03,KN5957,236935.0
2023-11-03,KN5958,224622.0
2023-11-03,KN5977,95725.5
2023-11-03,KN5978,62201.0
2023-11-04,KN5737,80196.0
2023-11-04,KN5738,92834.0
2023-11-04,KN5955,121940.0
2023-11-04,KN5956,93090.0
2023-11-04,KN5957,148542.0
2023-11-04,KN5958,117668.0
2023-11-04,KN5977,65199.0
2023-11-04,KN5978,60943.27
2023-11-05,KN5737,79808.0
2023-11-05,KN5738,77239.0
2023-11-05,KN5955,239690.0
2023-11-05,KN5956,133317.0
2023-11-05,KN5957,251115.0
2023-11-05,KN5958,172528.0
2023-11-05,KN5977,93029.0
2023-11-05,KN5978,60319.0
2023-11-06,KN5737,132811.0
2023-11-06,KN5738,123986.0
2023-11-06,KN5955,145415.0
2023-11-06,KN5956,98989.0
2023-11-06,KN5957,149759.0
2023-11-06,KN5958,122986.0
2023-11-06,KN5977,65465.0
2023-11-06,KN5978,95797.94
2023-11-07,KN5737,75609.0
2023-11-07,KN5738,152079.0
2023-11-07,KN5955,159208.0
2023-11-07,KN5956,121400.0
2023-11-07,KN5957,152908.0
2023-11-07,KN5958,132479.0
2023-11-07,KN5978,78110.22
2023-11-08,KN5737,74959.0
2023-11-08,KN5738,139880.0
2023-11-08,KN5955,165100.0
2023-11-08,KN5956,118170.0
2023-11-08,KN5957,179010.0
2023-11-08,KN5958,156860.0
2023-11-08,KN5977,73370.0
2023-11-08,KN5978,140179.79
2023-11-09,KN5737,81610.0
2023-11-09,KN5738,152842.0
2023-11-09,KN5955,170189.0
2023-11-09,KN5956,119844.0
2023-11-09,KN5957,179578.0
2023-11-09,KN5958,138338.9
2023-11-09,KN5977,74434.0
2023-11-09,KN5978,87495.45
2023-11-10,KN5737,80819.0
2023-11-10,KN5738,141018.0
2023-11-10,KN5955,232988.5
2023-11-10,KN5956,207444.5
2023-11-10,KN5957,263135.0
2023-11-10,KN5958,238956.5
2023-11-10,KN5977,106046.5
2023-11-10,KN5978,78763.13
2023-11-11,KN5737,75744.0
2023-11-11,KN5738,96706.0
2023-11-11,KN5955,97903.0
2023-11-11,KN5956,90250.0
2023-11-11,KN5957,143599.0
2023-11-11,KN5958,115369.0
2023-11-11,KN5977,49335.0
2023-11-11,KN5978,71004.0
2023-11-12,KN5737,59019.0
2023-11-12,KN5738,105431.0
2023-11-12,KN5955,154794.0
2023-11-12,KN5956,169576.0
2023-11-12,KN5957,164624.0
2023-11-12,KN5958,220719.5
2023-11-12,KN5977,66128.87
2023-11-12,KN5978,71546.31
2023-11-13,KN5737,67441.0
2023-11-13,KN5738,114576.0
2023-11-13,KN5955,118684.0
2023-11-13,KN5956,97035.5
2023-11-13,KN5957,131508.0
2023-11-13,KN5958,132307.0
2023-11-13,KN5977,48390.0
2023-11-13,KN5978,80944.6
2023-11-14,KN5737,69435.0
2023-11-14,KN5738,116568.0
2023-11-14,KN5955,138105.0
2023-11-14,KN5956,95699.0
2023-11-14,KN5957,142538.0
2023-11-14,KN5958,127897.0
2023-11-14,KN5977,61743.0
2023-11-14,KN5978,65010.0
2023-11-15,KN5737,73080.0
2023-11-15,KN5738,124811.2
2023-11-15,KN5955,176997.0
2023-11-15,KN5956,104450.0
2023-11-15,KN5957,205440.0
2023-11-15,KN5958,123518.0
2023-11-15,KN5977,59468.5
2023-11-15,KN5978,79468.36
2023-11-16,KN5737,73338.0
2023-11-16,KN5738,99234.0
2023-11-16,KN5955,169255.0
2023-11-16,KN5956,137430.0
2023-11-16,KN5957,196837.0
2023-11-16,KN5958,135447.5
2023-11-16,KN5977,68023.5
2023-11-16,KN5978,80145.94
2023-11-17,KN5737,78018.0
2023-11-17,KN5738,104480.0
2023-11-17,KN5955,244935.0
2023-11-17,KN5956,216955.0
2023-11-17,KN5957,285378.5
2023-11-17,KN5958,235323.0
2023-11-17,KN5977,105871.0
2023-11-17,KN5978,76630.0
2023-11-18,KN5737,76250.0
2023-11-18,KN5738,102536.0
2023-11-18,KN5955,52854.0
2023-11-18,KN5957,101131.0
2023-11-18,KN5958,116282.0
2023-11-18,KN5977,47123.0
2023-11-18,KN5978,75315.0
2023-11-19,KN5737,66224.0
2023-11-19,KN5738,88078.0
2023-11-19,KN5955,143719.0
2023-11-19,KN5956,136639.0
2023-11-19,KN5957,139333.0
2023-11-19,KN5958,163840.0
2023-11-19,KN5977,55588.0
2023-11-19,KN5978,69029.45
2023-11-20,KN5737,49143.5
2023-11-20,KN5738,87006.0
2023-11-20,KN5955,88093.0
2023-11-20,KN5956,64469.0
2023-11-20,KN5957,90803.0
2023-11-20,KN5958,91937.0
2023-11-20,KN5977,34705.0
2023-11-20,KN5978,60446.08
2023-11-21,KN5737,58524.0
2023-11-21,KN5738,95666.0
2023-11-21,KN5955,97530.0
2023-11-21,KN5956,24500.0
2023-11-21,KN5957,139027.0
2023-11-21,KN5958,112301.0
2023-11-21,KN5977,60973.0
2023-11-21,KN5978,60713.15
2023-11-22,KN5737,63698.0
2023-11-22,KN5738,127224.0
2023-11-22,KN5955,164977.0
2023-11-22,KN5956,102876.0
2023-11-22,KN5957,180440.0
2023-11-22,KN5958,139256.0
2023-11-22,KN5977,56051.0
2023-11-22,KN5978,71341.35
2023-11-23,KN5737,63675.0
2023-11-23,KN5738,124980.0
2023-11-23,KN5955,153897.0
2023-11-23,KN5956,120382.5
2023-11-23,KN5957,174059.0
2023-11-23,KN5958,127403.0
2023-11-23,KN5977,70406.0
2023-11-23,KN5978,72625.05
2023-11-24,KN5737,84782.0
2023-11-24,KN5738,108325.0
2023-11-24,KN5955,211807.0
2023-11-24,KN5956,191354.0
2023-11-24,KN5957,247473.0
2023-11-24,KN5958,228463.0
2023-11-24,KN5977,94555.0
2023-11-24,KN5978,69105.5
2023-11-25,KN5737,68517.0
2023-11-25,KN5738,91645.0
2023-11-25,KN5955,88181.0
2023-11-25,KN5956,91791.0
2023-11-25,KN5957,110981.0
2023-11-25,KN5958,106493.0
2023-11-25,KN5977,52073.0
2023-11-25,KN5978,79036.1
2023-11-26,KN5737,55114.0
2023-11-26,KN5738,85451.0
2023-11-26,KN5955,181526.0
2023-11-26,KN5956,163312.0
2023-11-26,KN5957,163145.0
2023-11-26,KN5958,185336.0
2023-11-26,KN5977,121441.0
2023-11-26,KN5978,70661.99
2023-11-27,KN5737,67903.0
2023-11-27,KN5738,110083.0
2023-11-27,KN5955,126355.0
2023-11-27,KN5956,124022.0
2023-11-27,KN5957,129913.0
2023-11-27,KN5958,119008.0
2023-11-28,KN5737,51706.0
2023-11-28,KN5738,86538.0
2023-11-28,KN5955,143746.0
2023-11-28,KN5956,108789.0
2023-11-28,KN5957,163679.0
2023-11-28,KN5958,118664.0
2023-11-28,KN5977,66874.0
2023-11-28,KN5978,112760.13
2023-11-29,KN5737,68359.0
2023-11-29,KN5738,105445.0
2023-11-29,KN5955,169654.0
2023-11-29,KN5956,112808.0
2023-11-29,KN5957,170738.0
2023-11-29,KN5958,111199.0
2023-11-29,KN5977,61571.67
2023-11-29,KN5978,67391.23
2023-11-30,KN5737,59169.0
2023-11-30,KN5738,107281.0
2023-11-30,KN5955,173686.0
2023-11-30,KN5956,122992.0
2023-11-30,KN5957,168085.0
2023-11-30,KN5958,135604.0
2023-11-30,KN5977,69947.5
2023-11-30,KN5978,60626.28
2023-12-01,KN5738,116196.0
2023-12-01,KN5955,207881.0
2023-12-01,KN5956,198353.0
2023-12-01,KN5957,211994.0
2023-12-01,KN5958,214765.0
2023-12-01,KN5977,95830.0
2023-12-01,KN5978,69177.36
2023-12-02,KN5737,47657.0
2023-12-02,KN5738,85788.0
2023-12-02,KN5955,85796.0
2023-12-02,KN5956,101391.0
2023-12-02,KN5957,112732.0
2023-12-02,KN5958,107874.0
2023-12-02,KN5977,39000.0
2023-12-02,KN5978,51463.94
2023-12-03,KN5737,37093.0
2023-12-03,KN5738,80631.0
2023-12-03,KN5955,161013.0
2023-12-03,KN5956,139637.0
2023-12-03,KN5957,137653.0
2023-12-03,KN5958,161645.0
2023-12-03,KN5978,63982.93
2023-12-04,KN5737,54027.0
2023-12-04,KN5738,105355.0
2023-12-04,KN5955,133344.0
2023-12-04,KN5956,95633.0
2023-12-04,KN5957,134655.0
2023-12-04,KN5958,126771.0
2023-12-04,KN5977,54448.0
2023-12-04,KN5978,78405.76
2023-12-05,KN5737,58831.0
2023-12-05,KN5738,94754.0
2023-12-05,KN5955,124979.0
2023-12-05,KN5956,89037.0
2023-12-05,KN5957,137951.0
2023-12-05,KN5958,119635.0
2023-12-05,KN5977,58080.0
2023-12-05,KN5978,49796.4
2023-12-06,KN5737,62309.0
2023-12-06,KN5738,118790.0
2023-12-06,KN5955,170850.0
2023-12-06,KN5956,89610.0
2023-12-06,KN5957,133619.0
2023-12-06,KN5958,118602.0
2023-12-06,KN5977,60630.0
2023-12-06,KN5978,72913.9
2023-12-07,KN5737,65957.0
2023-12-07,KN5738,127156.0
2023-12-07,KN5955,143215.0
2023-12-07,KN5956,121943.0
2023-12-07,KN5957,176795.0
2023-12-07,KN5958,124332.0
2023-12-07,KN5977,65111.0
2023-12-07,KN5978,68284.4
2023-12-08,KN5737,76999.0
2023-12-08,KN5738,109077.0
2023-12-08,KN5955,190783.0
2023-12-08,KN5956,193693.0
2023-12-08,KN5957,252052.0
2023-12-08,KN5958,228604.0
2023-12-08,KN5977,98722.0
2023-12-08,KN5978,83744.06
2023-12-09,KN5737,52917.0
2023-12-09,KN5738,81843.24
2023-12-09,KN5955,92296.0
2023-12-09,KN5956,90663.0
2023-12-09,KN5957,99653.0
2023-12-09,KN5958,105509.0
2023-12-09,KN5977,46564.0
2023-12-09,KN5978,58639.1
2023-12-10,KN5737,44988.0
2023-12-10,KN5738,108823.0
2023-12-10,KN5955,172762.0
2023-12-10,KN5956,151162.0
2023-12-10,KN5957,166291.0
2023-12-10,KN5958,185092.0
2023-12-10,KN5977,78987.0
2023-12-10,KN5978,65296.2
2023-12-11,KN5737,72278.0
2023-12-11,KN5738,115343.0
2023-12-11,KN5955,117065.0
2023-12-11,KN5956,112640.0
2023-12-11,KN5957,128868.0
2023-12-11,KN5958,120728.84
2023-12-11,KN5977,57735.0
2023-12-11,KN5978,76154.8
2023-12-12,KN5737,65048.0
2023-12-12,KN5738,97500.0
2023-12-12,KN5955,137634.0
2023-12-12,KN5956,88689.0
2023-12-12,KN5957,127509.0
2023-12-12,KN5958,123721.0
2023-12-12,KN5977,52105.0
2023-12-13,KN5737,50579.0
2023-12-13,KN5738,122080.0
2023-12-13,KN5955,194072.0
2023-12-13,KN5956,119709.0
2023-12-13,KN5957,167693.0
2023-12-13,KN5958,171599.0
2023-12-13,KN5977,88508.75
2023-12-13,KN5978,91578.08
2023-12-14,KN5737,1300.0
2023-12-14,KN5738,1950.0
2023-12-14,KN5955,219763.24
2023-12-14,KN5956,78327.0
2023-12-14,KN5957,223290.0
2023-12-14,KN5958,95386.0
2023-12-14,KN5977,32155.0
2023-12-14,KN5978,68439.44
2023-12-15,KN5737,38885.0
2023-12-15,KN5738,51412.0
2023-12-15,KN5955,296225.0
2023-12-15,KN5956,250533.0
2023-12-15,KN5957,175883.0
2023-12-15,KN5958,133196.5
2023-12-15,KN5977,47610.0
2023-12-15,KN5978,25169.05
2023-12-16,KN5737,80868.0
2023-12-16,KN5738,115962.34
2023-12-16,KN5955,85602.0
2023-12-16,KN5956,111561.0
2023-12-16,KN5957,81159.0
2023-12-16,KN5958,75309.0
2023-12-16,KN5977,48344.0
2023-12-16,KN5978,86169.57
2023-12-17,KN5737,64015.0
2023-12-17,KN5738,91167.0
2023-12-17,KN5955,151311.0
2023-12-17,KN5956,134283.0
2023-12-17,KN5957,102341.0
2023-12-17,KN5958,83552.2
2023-12-17,KN5977,79877.5
2023-12-17,KN5978,90689.59
2023-12-18,KN5737,64252.0
2023-12-18,KN5738,112031.0
2023-12-18,KN5955,48978.0
2023-12-18,KN5956,111561.0
2023-12-18,KN5957,81350.0
2023-12-18,KN5958,68213.0
2023-12-18,KN5977,55923.0
2023-12-18,KN5978,70023.8
2023-12-19,KN5737,62457.0
2023-12-19,KN5738,95813.0
2023-12-19,KN5955,137687.0
2023-12-19,KN5956,95609.0
2023-12-19,KN5957,89636.0
2023-12-19,KN5958,71043.0
2023-12-19,KN5977,62223.0
2023-12-19,KN5978,63027.58
2023-12-20,KN5737,104246.0
2023-12-20,KN5738,189073.0
2023-12-20,KN5955,155387.0
2023-12-20,KN5956,115640.0
2023-12-20,KN5957,99548.0
2023-12-20,KN5958,74122.0
2023-12-20,KN5977,60166.0
2023-12-20,KN5978,64267.06
2023-12-21,KN5737,112507.0
2023-12-21,KN5738,170945.0
2023-12-21,KN5955,92724.0
2023-12-21,KN5956,64260.0
2023-12-21,KN5957,24870.0
2023-12-21,KN5958,20398.0
2023-12-21,KN5977,65396.0
2023-12-21,KN5978,64097.98
2023-12-22,KN5737,95673.0
2023-12-22,KN5738,208974.0
2023-12-22,KN5955,143459.0
2023-12-22,KN5956,119725.0
2023-12-22,KN5957,16527.0
2023-12-22,KN5958,34069.0
2023-12-22,KN5977,89158.0
2023-12-22,KN5978,74975.57
2023-12-23,KN5737,110261.0
2023-12-23,KN5738,76948.0
2023-12-23,KN5955,54170.0
2023-12-23,KN5956,44423.33
2023-12-23,KN5957,20915.0
2023-12-23,KN5958,8768.7
2023-12-23,KN5977,42943.0
2023-12-23,KN5978,69392.5
2023-12-24,KN5737,86463.0
2023-12-24,KN5738,134970.0
2023-12-24,KN5955,157652.0
2023-12-24,KN5957,17370.0
2023-12-24,KN5958,11669.0
2023-12-24,KN5977,77352.0
2023-12-24,KN5978,88414.78
2023-12-25,KN5737,91255.0
2023-12-25,KN5738,181299.0
2023-12-25,KN5955,87793.0
2023-12-25,KN5956,71554.0
2023-12-25,KN5957,15430.0
2023-12-25,KN5958,31663.0
2023-12-25,KN5977,48098.0
2023-12-25,KN5978,77812.1
2023-12-26,KN5738,166735.0
2023-12-26,KN5955,82078.5
2023-12-26,KN5956,77057.0
2023-12-26,KN5957,26132.0
2023-12-26,KN5958,17960.0
2023-12-26,KN5977,51671.0
2023-12-26,KN5978,73173.9
2023-12-27,KN5737,100150.0
2023-12-27,KN5738,191522.0
2023-12-27,KN5955,99546.0
2023-12-27,KN5956,70747.5
2023-12-27,KN5957,24310.0
2023-12-27,KN5958,16180.0
2023-12-27,KN5977,62905.0
2023-12-27,KN5978,67152.85
2023-12-28,KN5737,96187.0
2023-12-28,KN5738,171543.0
2023-12-28,KN5955,113514.0
2023-12-28,KN5956,101207.0
2023-12-28,KN5957,16523.0
2023-12-28,KN5958,27565.0
2023-12-28,KN5977,82220.0
2023-12-28,KN5978,79985.64
2023-12-29,KN5737,157478.0
2023-12-29,KN5738,227252.0
2023-12-29,KN5955,197640.0
2023-12-29,KN5956,166973.6
2023-12-29,KN5957,31210.0
2023-12-29,KN5958,35510.0
2023-12-29,KN5977,120140.0
2023-12-29,KN5978,97683.4
2023-12-30,KN5737,222440.0
2023-12-30,KN5738,178015.31
2023-12-30,KN5955,98682.5
2023-12-30,KN5956,60379.33
2023-12-30,KN5957,5610.0
2023-12-30,KN5958,10755.0
2023-12-30,KN5977,74860.0
2023-12-30,KN5978,82689.23
2023-12-31,KN5737,107639.0
2023-12-31,KN5738,111354.0
2023-12-31,KN5955,67954.0
2023-12-31,KN5956,56517.2
2023-12-31,KN5957,10620.0
2023-12-31,KN5958,840.4
2023-12-31,KN5977,64914.0
2023-12-31,KN5978,46634.08
